Id;Nivel;Ens;Grup;Tut;aval;nasig;nsusp;Q50;IQR;med;std;S
268;2;ESO;A;121;3;12;0;8.0;1.1000000000000005;7.916666666666667;0.90033663737852;1.198849312913621
23;1;BAC;A;211;1;11;4;5.0;3.0;5.363636363636363;1.5015143870590966;1.4681399390162087
23;1;BAC;A;211;2;11;3;5.0;1.7999999999999998;5.454545454545454;1.7529196424044293;1.6417347121875214
23;1;BAC;A;211;3;11;0;5.0;1.8000000000000007;5.7272727272727275;1.1037127426019047;1.0335620542068176
47;1;BAC;B;212;1;11;1;6.0;2.0;6.181818181818182;1.4709304414677002;1.6726254461503207
47;1;BAC;B;212;2;11;3;6.0;2.6000000000000005;5.545454545454546;1.507556722888818;1.7201934592198251
47;1;BAC;B;212;3;11;0;6.0;2.0;6.363636363636363;1.6292775867068985;1.3667110520552042
367;3;ESO;B;132;1;13;1;7.0;2.0;7.461538461538462;1.4500221041639683;1.4127446368638479
367;3;ESO;B;132;2;13;0;8.0;1.0;7.461538461538462;1.126601424298216;1.4127446368638479
367;3;ESO;B;132;3;13;0;7.0;1.3000000000000007;7.538461538461538;1.0500305245868344;1.3322449224385327
207;1;ESO;B;112;1;11;4;5.0;2.0;4.909090909090909;1.513574937328539;1.6417347121875212
207;1;ESO;B;112;2;11;5;5.0;2.6000000000000014;4.818181818181818;1.6624188291872668;1.499030672979008
207;1;ESO;B;112;3;11;1;5.0;1.8000000000000007;5.636363636363637;1.026910636104941;1.2406842919533958
52;1;BAC;C;213;1;11;0;8.0;2.0;8.0;1.0954451150103321;1.2406842919533958
52;1;BAC;C;213;2;10;0;9.0;1.0499999999999998;8.3;1.0593499054713802;1.0888999753452238
52;1;BAC;C;213;3;11;0;9.0;1.6000000000000014;8.909090909090908;0.9438798074485389;1.240684291953396
490;1;ESO;C;113;1;11;10;1.0;1.0;1.8181818181818181;1.4012980994907414;1.0335620542068176
490;1;ESO;C;113;2;5;5;1.0;0.0;1.0;0.0;0.0
490;1;ESO;C;113;3;6;6;1.0;0.0;1.0;0.0;0.0
360;3;ESO;B;132;1;13;0;7.0;1.0;7.3076923076923075;0.7510676161988107;1.0123308391031733
360;3;ESO;B;132;2;13;0;7.0;1.6000000000000005;7.538461538461538;1.2659242088545832;1.5247073930301438
360;3;ESO;B;132;3;13;0;8.0;2.0;8.076923076923077;1.0377490433255416;1.2658567518727373
369;3;ESO;B;132;1;13;3;6.0;2.3;5.769230769230769;1.4806443503784736;1.6715952780212544
369;3;ESO;B;132;2;13;1;6.0;2.3;6.3076923076923075;1.493575987611354;1.4127446368638479
369;3;ESO;B;132;3;13;0;6.0;2.0;6.076923076923077;0.9540735874430286;1.2658567518727373
240;1;ESO;B;112;1;10;0;6.0;1.0;6.5;1.0801234497346435;1.1682824501765625
240;1;ESO;B;112;2;10;0;6.0;1.0;6.5;1.0801234497346435;1.1682824501765625
240;1;ESO;B;112;3;10;0;6.5;2.05;6.8;1.5491933384829668;1.5571130980576458
14;1;BAC;A;211;1;11;7;1.0;5.800000000000001;2.727272727272727;3.258555173413797;1.5403058252265167
14;1;BAC;A;211;2;11;8;1.0;4.800000000000001;2.272727272727273;2.6111648393354674;1.540305825226517
14;1;BAC;A;211;3;11;4;5.0;3.8;4.2727272727272725;2.6111648393354674;1.7201934592198251
354;3;ESO;B;132;1;13;5;5.0;3.3;5.3076923076923075;2.015961945102775;1.8848713335781606
354;3;ESO;B;132;2;13;4;5.0;2.6000000000000005;5.0;1.632993161855452;1.6715952780212544
354;3;ESO;B;132;3;15;5;5.0;2.0;5.066666666666666;1.7511900715418263;1.8018924006588726
403;3;ESO;C;133;1;13;0;8.0;1.0;8.615384615384615;0.7679476477883044;0.9839614460010255
403;3;ESO;C;133;2;13;0;9.0;1.0;8.692307692307692;0.7510676161988108;1.0123308391031733
403;3;ESO;C;133;3;13;0;9.0;0.0;8.846153846153847;0.6887372317211945;0.7937300551584247
253;2;ESO;A;121;1;12;1;7.0;2.0;7.083333333333333;1.4433756729740643;1.545422903193594
253;2;ESO;A;121;2;12;0;7.0;2.5500000000000007;7.25;1.2154310870109943;1.286057336874379
253;2;ESO;A;121;3;12;0;7.5;2.0;7.666666666666667;1.1547005383792515;1.3296613488547582
229;1;ESO;C;113;1;11;6;4.0;2.6000000000000005;4.2727272727272725;1.7939291563999449;1.8462202193216335
229;1;ESO;C;113;2;11;9;3.0;1.0;3.6363636363636362;1.433368568981982;1.4681399390162087
229;1;ESO;C;113;3;11;6;4.0;1.7999999999999998;4.2727272727272725;1.5550504230351563;1.6726254461503207
475;4;ESO;C;143;1;12;1;6.0;1.1000000000000005;5.916666666666667;1.2401124093721456;1.3579778549873245
475;4;ESO;C;143;2;12;1;6.0;1.5499999999999998;6.0;1.2792042981336627;1.4241299173467734
475;4;ESO;C;143;3;12;0;7.0;1.5500000000000007;7.0;1.2060453783110545;1.236684869140504
391;3;ESO;C;133;1;13;0;8.0;2.3;7.6923076923076925;1.4935759876113537;1.6715952780212544
391;3;ESO;C;133;2;13;0;7.0;2.0;7.153846153846154;1.281025230440697;1.4985690796770057
391;3;ESO;C;133;3;13;0;7.0;2.0;7.846153846153846;1.4051188470584879;1.4791328074296435
463;4;ESO;C;143;1;12;3;5.0;1.5499999999999998;5.166666666666667;0.937436866561092;1.2650013752730704
463;4;ESO;C;143;2;12;3;5.0;1.5499999999999998;5.416666666666667;1.5050420310248867;1.5171063970610277
463;4;ESO;C;143;3;13;1;6.0;1.0;5.538461538461538;1.39136531360295;1.3269201940506903
364;3;ESO;B;132;1;13;3;6.0;2.3;5.846153846153846;1.281025230440697;1.4388829502169862
364;3;ESO;B;132;2;13;1;6.0;0.6000000000000005;6.153846153846154;1.281025230440697;1.4105135571148382
364;3;ESO;B;132;3;13;1;6.0;0.2999999999999998;6.076923076923077;1.2557559782549623;1.1786549963416462
410;4;ESO;A;141;1;12;7;3.0;2.55;3.9166666666666665;1.831955405041456;1.3579778549873243
410;4;ESO;A;141;2;12;8;4.0;3.5500000000000007;3.9166666666666665;2.0652243256245835;1.8200759753606213
410;4;ESO;A;141;3;14;8;4.0;3.0500000000000007;4.071428571428571;2.3026501693044477;2.0075563074378375
39;1;BAC;B;212;1;11;0;7.0;1.7999999999999998;7.090909090909091;1.1361818036340359;1.4681399390162087
39;1;BAC;B;212;2;11;2;7.0;3.0;6.454545454545454;2.018099916438052;1.893788232391138
39;1;BAC;B;212;3;11;0;7.0;2.6000000000000005;7.363636363636363;1.5015143870590966;1.6417347121875214
29;1;BAC;A;211;1;11;5;5.0;2.8;4.181818181818182;2.272363607268072;1.7677614722893296
29;1;BAC;A;211;2;11;6;3.0;2.8000000000000007;4.181818181818182;2.1825756260978366;1.7677614722893296
29;1;BAC;A;211;3;11;4;5.0;3.0;4.545454545454546;2.2074254852038093;1.5941666991180168
17;1;BAC;A;211;1;11;3;5.0;1.7999999999999998;5.2727272727272725;2.1489955370316194;1.6726254461503207
17;1;BAC;A;211;2;11;4;5.0;2.6000000000000005;4.909090909090909;2.211539981756851;1.7677614722893296
17;1;BAC;A;211;3;11;3;6.0;3.4000000000000004;5.363636363636363;2.2922795323750234;1.8462202193216335
318;3;ESO;A;131;1;13;4;6.0;3.3000000000000007;5.769230769230769;2.1661735138967266;1.9251211907908183
318;3;ESO;A;131;2;13;3;6.0;2.3;5.769230769230769;1.69085018821135;1.7379834485870498
318;3;ESO;A;131;3;13;1;6.0;1.2999999999999998;6.230769230769231;1.1657505560686465;1.4791328074296435
233;1;ESO;C;113;1;11;2;6.0;1.8000000000000007;5.636363636363637;1.12006493318265;1.3730039128771998
233;1;ESO;C;113;2;11;3;5.0;1.7999999999999998;5.454545454545454;1.2933395813657267;1.499030672979008
233;1;ESO;C;113;3;11;1;6.0;1.0;5.7272727272727275;1.009049958219026;1.1209503926735833
175;1;ESO;A;111;1;11;4;5.0;2.0;5.090909090909091;1.044465935734187;1.2945451658448959
175;1;ESO;A;111;2;11;8;4.0;1.6000000000000014;4.454545454545454;1.2933395813657265;1.1685184057430877
175;1;ESO;A;111;3;11;2;5.0;1.0;5.181818181818182;1.0787197799411874;1.3667110520552042
292;2;ESO;C;123;1;12;11;3.0;1.5500000000000007;2.9166666666666665;1.0836246694508316;1.4241299173467734
292;2;ESO;C;123;2;12;11;2.5;2.0;2.5;1.5075567228888183;1.4451858789480827
292;2;ESO;C;123;3;14;10;3.0;3.0;3.357142857142857;1.499083969380217;1.6731183626432509
270;2;ESO;A;121;1;12;3;6.0;2.55;5.916666666666667;1.4433756729740645;1.5171063970610277
270;2;ESO;A;121;2;12;1;6.0;2.0;6.333333333333333;1.5569978883230462;1.5454229031935938
270;2;ESO;A;121;3;12;0;6.0;2.0;6.25;1.2154310870109943;1.286057336874379
467;4;ESO;C;143;1;12;0;6.0;2.1000000000000005;6.5;1.3142574813455419;1.5171063970610277
467;4;ESO;C;143;2;12;0;6.0;0.5500000000000007;6.416666666666667;1.0836246694508316;1.0986122886681098
467;4;ESO;C;143;3;12;0;7.0;2.0;7.25;1.2880570286640687;1.4451858789480823
6;1;BAC;A;211;1;10;0;6.0;2.1000000000000014;6.3;1.567021236472421;1.2798542258336676
6;1;BAC;A;211;2;10;1;6.0;2.1000000000000014;6.4;1.9550504398153572;1.4184836619456564
6;1;BAC;A;211;3;10;0;6.0;3.0500000000000007;6.5;1.8408935028645435;1.4184836619456564
374;3;ESO;B;132;1;13;3;6.0;2.3;5.615384615384615;1.3252962900462129;1.4985690796770055
374;3;ESO;B;132;2;13;0;5.0;1.6000000000000014;6.0;1.4142135623730951;1.1569876443452742
374;3;ESO;B;132;3;13;0;6.0;1.3000000000000007;5.846153846153846;0.987096233585649;1.2047933096947843
221;1;ESO;B;112;1;10;8;3.0;2.1000000000000005;3.2;1.8737959096740262;1.7480673485460896
221;1;ESO;B;112;2;10;7;4.0;2.0;4.0;1.4142135623730951;1.5047882836811908
221;1;ESO;B;112;3;10;5;4.0;2.0;4.1;1.1972189997378646;0.9433483923290392
214;1;ESO;B;112;1;11;1;6.0;2.0;6.090909090909091;1.300349603340998;1.5465986860485124
214;1;ESO;B;112;2;11;2;5.0;2.6000000000000014;5.7272727272727275;1.555050423035156;1.2406842919533958
214;1;ESO;B;112;3;11;0;6.0;1.0;6.363636363636363;0.9244162777371754;1.2636544318820966
357;3;ESO;B;132;1;13;5;5.0;2.0;5.153846153846154;1.281025230440697;1.4985690796770057
357;3;ESO;B;132;2;13;3;6.0;1.6000000000000005;5.461538461538462;1.2659242088545832;1.5247073930301436
357;3;ESO;B;132;3;13;1;5.0;1.0;5.461538461538462;1.0500305245868344;1.1786549963416462
307;2;ESO;C;123;1;12;3;5.0;1.5499999999999998;5.0;1.4770978917519928;1.5832584594204766
307;2;ESO;C;123;2;12;5;5.0;2.1000000000000005;4.75;1.4847711791873706;1.5171063970610277
307;2;ESO;C;123;3;12;1;5.5;1.0;5.583333333333333;0.9962049198956219;1.14370838942625
239;1;ESO;C;113;1;11;1;7.0;1.0;7.090909090909091;1.300349603340998;1.3667110520552042
239;1;ESO;C;113;2;11;1;7.0;0.0;6.909090909090909;1.2210278829367864;1.159588814308626
239;1;ESO;C;113;3;11;0;7.0;0.8000000000000007;7.090909090909091;0.8312094145936334;0.8599672810355049
453;4;ESO;B;142;1;10;1;7.0;2.05;6.8;1.4757295747452437;1.6094379124341003
453;4;ESO;B;142;2;10;1;7.0;1.0999999999999996;7.0;1.4907119849998598;1.4184836619456564
453;4;ESO;B;142;3;10;0;7.5;1.0499999999999998;7.3;1.1595018087284057;1.4184836619456564
469;4;ESO;C;143;1;12;2;6.0;2.0;5.833333333333333;1.6422453217986943;1.5607104090414063
469;4;ESO;C;143;2;12;3;5.5;2.6500000000000012;5.833333333333333;1.696699112626596;1.5454229031935935
469;4;ESO;C;143;3;12;0;6.0;1.5500000000000007;6.916666666666667;1.378954368902449;1.234267866079077
291;2;ESO;B;122;1;12;8;3.0;2.55;3.5;1.5075567228888183;1.6326309271543518
291;2;ESO;B;122;2;12;9;3.0;2.5500000000000007;3.0833333333333335;1.4433756729740645;1.5171063970610275
291;2;ESO;B;122;3;12;9;2.5;2.5500000000000007;3.0833333333333335;1.4433756729740645;1.4241299173467734
444;4;ESO;B;142;1;12;0;10.0;1.0;9.416666666666666;0.90033663737852;0.887694275799104
444;4;ESO;B;142;2;12;0;10.0;1.0;9.5;0.674199862463242;0.887694275799104
444;4;ESO;B;142;3;12;0;10.0;0.0;9.916666666666666;0.28867513459481287;0.2868359830561607
443;4;ESO;B;142;1;12;4;5.0;3.55;5.166666666666667;1.6422453217986943;1.4735023850806486
443;4;ESO;B;142;2;12;4;6.0;3.1000000000000014;5.583333333333333;1.8319554050414564;1.5171063970610277
443;4;ESO;B;142;3;13;2;6.0;2.0;6.0;1.632993161855452;1.564957250242801
281;2;ESO;B;122;1;12;0;8.0;1.0;8.333333333333334;0.778498944161523;1.0751393240053735
281;2;ESO;B;122;2;12;0;8.0;1.0;8.25;0.9653072991634227;1.0751393240053733
281;2;ESO;B;122;3;12;0;8.0;1.0;8.416666666666666;0.7929614610987591;1.1269287948006759
350;3;ESO;B;132;1;13;3;6.0;2.3;5.769230769230769;1.3008872711759818;1.5247073930301436
350;3;ESO;B;132;2;13;2;6.0;2.0;5.846153846153846;1.214231845389905;1.5247073930301436
350;3;ESO;B;132;3;13;0;6.0;2.0;6.153846153846154;1.281025230440697;1.412744636863848
449;4;ESO;B;142;1;12;5;5.0;3.1000000000000005;5.333333333333333;2.188122205883115;1.8636799873410004
449;4;ESO;B;142;2;12;3;6.0;1.5499999999999998;5.666666666666667;1.669694219873444;1.5832584594204766
449;4;ESO;B;142;3;12;0;6.0;1.5500000000000007;6.0;1.1281521496355325;1.2366848691405041
372;3;ESO;B;132;1;13;4;5.0;1.3000000000000007;4.923076923076923;1.2557559782549623;1.4180693652516905
372;3;ESO;B;132;2;13;2;5.0;1.3000000000000007;5.384615384615385;1.1929278784054478;1.377819508039033
372;3;ESO;B;132;3;13;2;5.0;1.3000000000000007;5.384615384615385;1.325296290046213;1.4105135571148384
27;1;BAC;A;211;1;10;1;6.5;4.0;6.7;2.406010991015812;1.8866967846580784
27;1;BAC;A;211;2;10;0;6.5;4.050000000000001;7.1;2.183269719175042;1.4708084763221114
27;1;BAC;A;211;3;10;0;7.0;4.0;7.0;2.0;1.4708084763221112
16;1;BAC;A;211;1;11;0;8.0;2.4000000000000004;7.636363636363637;1.3618169680781094;1.240684291953396
16;1;BAC;A;211;2;11;0;8.0;1.0;8.454545454545455;0.8201995322647245;1.162225544921092
16;1;BAC;A;211;3;11;0;9.0;1.0;8.545454545454545;0.6875516509523287;0.8599672810355049
290;2;ESO;B;122;1;12;5;5.0;3.5500000000000007;4.75;1.9598237397554634;1.6326309271543518
290;2;ESO;B;122;2;12;8;4.0;1.5499999999999998;4.25;1.3568010505999362;1.5832584594204766
290;2;ESO;B;122;3;12;3;5.0;1.5499999999999998;5.083333333333333;1.4433756729740643;1.4241299173467734
234;1;ESO;C;113;1;11;0;7.0;1.0;7.454545454545454;0.9341987329938274;1.1685184057430877
234;1;ESO;C;113;2;11;0;9.0;1.0;8.454545454545455;1.213559752433836;1.4681399390162087
234;1;ESO;C;113;3;11;0;8.0;1.8000000000000007;8.545454545454545;1.1281521496355325;1.3421131789144005
284;2;ESO;B;122;1;12;0;7.5;1.0;7.666666666666667;0.7784989441615229;1.0114042647073518
284;2;ESO;B;122;2;12;0;6.5;3.1000000000000005;6.833333333333333;1.5859229221975182;1.5454229031935935
284;2;ESO;B;122;3;12;0;7.0;1.5499999999999998;6.583333333333333;1.2401124093721454;1.4241299173467734
351;3;ESO;B;132;1;13;2;5.0;2.3000000000000007;5.846153846153846;1.4632243987255136;1.4791328074296435
351;3;ESO;B;132;2;13;5;5.0;2.6000000000000005;5.153846153846154;1.908147174886057;1.7782333057997075
351;3;ESO;B;132;3;13;0;5.0;3.0;6.153846153846154;1.5191090506255;1.1569876443452742
445;4;ESO;B;142;1;12;7;3.5;2.5500000000000007;4.416666666666667;1.7816403745544227;1.4735023850806486
445;4;ESO;B;142;2;12;9;3.0;2.1000000000000005;3.5833333333333335;1.729862492345632;1.4241299173467734
445;4;ESO;B;142;3;13;8;3.0;3.0;3.8461538461538463;1.863963243832607;1.631345420808597
185;1;ESO;A;111;1;11;3;5.0;0.7999999999999998;4.818181818181818;0.8738628975053029;1.1685184057430877
185;1;ESO;A;111;2;11;6;4.0;1.7999999999999998;4.181818181818182;1.4012980994907414;1.5465986860485126
185;1;ESO;A;111;3;11;2;5.0;1.0;5.090909090909091;0.9438798074485389;1.162225544921092
396;3;ESO;C;133;1;13;2;6.0;1.0;5.615384615384615;1.445594545418455;1.5193826646423014
396;3;ESO;C;133;2;13;2;5.0;1.3000000000000007;5.230769230769231;1.3008872711759818;1.1569876443452742
396;3;ESO;C;133;3;13;0;5.0;1.3000000000000007;5.846153846153846;1.214231845389905;1.1569876443452742
279;2;ESO;B;122;1;12;0;6.5;1.5500000000000007;6.666666666666667;1.2309149097933272;1.5171063970610272
279;2;ESO;B;122;2;12;2;6.0;2.1000000000000005;6.416666666666667;1.6764862244009227;1.6762349391347309
279;2;ESO;B;122;3;12;1;6.0;2.1000000000000005;6.416666666666667;1.4433756729740643;1.6762349391347304
3;1;BAC;A;211;1;10;1;6.0;2.0500000000000007;6.2;1.5491933384829668;1.6957425341696346
3;1;BAC;A;211;2;10;2;6.0;3.05;6.0;1.8856180831641267;1.6957425341696346
3;1;BAC;A;211;3;10;0;6.0;1.0500000000000007;6.0;1.247219128924647;1.193549604098133
320;3;ESO;A;131;1;13;0;7.0;1.2999999999999998;7.3076923076923075;1.1821319289469756;1.4985690796770057
320;3;ESO;A;131;2;13;0;8.0;1.3000000000000007;7.6923076923076925;0.9473309334313419;1.2658567518727373
320;3;ESO;A;131;3;13;0;8.0;2.0;8.076923076923077;0.8623164985025763;1.0928305535284886
286;2;ESO;B;122;1;12;0;7.0;1.5499999999999998;7.333333333333333;1.0730867399773196;1.3579778549873243
286;2;ESO;B;122;2;12;0;6.5;1.5500000000000007;6.666666666666667;1.2309149097933272;1.5171063970610277
286;2;ESO;B;122;3;12;0;7.0;1.5500000000000007;6.666666666666667;1.0730867399773196;1.3579778549873243
20;1;BAC;A;211;1;11;2;8.0;1.7999999999999998;7.181818181818182;1.7786613965666327;1.4142790651247086
20;1;BAC;A;211;2;11;0;8.0;1.0;7.363636363636363;1.3618169680781094;1.3421131789144003
20;1;BAC;A;211;3;11;0;8.0;1.7999999999999998;8.181818181818182;1.2504544628399563;1.515707952085713
247;1;ESO;C;113;1;11;2;7.0;1.0;6.181818181818182;1.1677484162422844;0.9949236325717752
247;1;ESO;C;113;2;11;1;5.0;1.8000000000000007;5.636363636363637;1.2060453783110545;1.294545165844896
247;1;ESO;C;113;3;11;0;6.0;0.8000000000000007;6.363636363636363;0.674199862463242;0.7595473914748635
368;3;ESO;B;132;1;13;7;4.0;3.0;4.461538461538462;1.7134460703206962;1.631345420808597
368;3;ESO;B;132;2;13;10;4.0;1.3000000000000007;4.076923076923077;1.84668795692624;1.631345420808597
368;3;ESO;B;132;3;13;5;5.0;1.0;4.769230769230769;1.3008872711759818;1.377819508039033
339;3;ESO;A;131;1;13;6;5.0;2.3;4.846153846153846;1.4632243987255136;1.591095563595939
339;3;ESO;A;131;2;13;4;5.0;2.0;5.076923076923077;1.4978617237881953;1.6715952780212544
339;3;ESO;A;131;3;13;6;5.0;2.0;5.0;1.632993161855452;1.564957250242801
169;1;ESO;A;111;1;11;9;3.0;1.0;3.5454545454545454;0.8201995322647243;0.9075352941050093
169;1;ESO;A;111;2;11;7;4.0;2.0;3.909090909090909;1.2210278829367864;1.4681399390162087
169;1;ESO;A;111;3;11;4;5.0;1.0;4.363636363636363;1.2862913567871994;1.1685184057430877
456;4;ESO;B;142;1;12;0;7.0;2.5500000000000007;7.25;1.2880570286640687;1.308605387253449
456;4;ESO;B;142;2;12;0;7.0;0.5500000000000007;7.166666666666667;0.8348471099367218;1.1187433359857524
456;4;ESO;B;142;3;12;0;7.5;1.5499999999999998;7.333333333333333;0.9847319278346618;1.2650013752730702
473;4;ESO;C;143;1;12;3;6.0;2.55;5.833333333333333;2.32900030576263;1.8200759753606217
473;4;ESO;C;143;2;12;0;6.0;2.1000000000000014;6.083333333333333;1.2401124093721456;1.077556327066801
473;4;ESO;C;143;3;12;0;6.0;1.5500000000000007;6.75;1.3568010505999362;1.3579778549873245
352;3;ESO;B;132;1;13;0;6.0;1.2999999999999998;6.3076923076923075;1.031553471276484;1.3322449224385329
352;3;ESO;B;132;2;13;0;6.0;1.6000000000000005;6.538461538461538;1.39136531360295;1.4791328074296435
352;3;ESO;B;132;3;13;0;7.0;2.3;6.769230769230769;1.3008872711759818;1.5247073930301436
174;1;ESO;A;111;1;11;0;7.0;1.8000000000000007;7.0;1.0;1.2636544318820966
174;1;ESO;A;111;2;11;0;7.0;0.0;7.090909090909091;0.8312094145936335;1.0335620542068176
174;1;ESO;A;111;3;11;0;8.0;1.0;7.545454545454546;1.0357254813546264;1.3421131789144003
440;4;ESO;B;142;1;12;0;9.0;1.0;9.166666666666666;0.937436866561092;1.14370838942625
440;4;ESO;B;142;2;12;0;9.0;0.5500000000000007;9.25;0.45226701686664544;0.5623351446188083
440;4;ESO;B;142;3;12;0;10.0;0.0;9.833333333333334;0.38924947208076155;0.45056120886630463
222;1;ESO;B;112;1;11;6;4.0;1.7999999999999998;4.2727272727272725;1.009049958219026;1.2945451658448959
222;1;ESO;B;112;2;11;0;6.0;1.8000000000000007;6.090909090909091;1.1361818036340359;1.2636544318820964
222;1;ESO;B;112;3;11;1;5.0;1.0;5.363636363636363;0.8090398349558904;1.1209503926735833
471;4;ESO;A;141;1;12;1;6.0;2.5500000000000007;6.25;1.5447859516333116;1.6762349391347309
471;4;ESO;A;141;2;12;2;6.0;1.5499999999999998;6.083333333333333;1.7816403745544227;1.6326309271543522
471;4;ESO;A;141;3;12;1;6.0;1.5500000000000007;6.75;1.6025547785276542;1.4735023850806486
482;4;ESO;D;144;1;8;0;7.0;3.0;6.75;1.5811388300841898;1.3208883431493221
482;4;ESO;D;144;2;8;0;7.0;2.0999999999999996;6.875;1.246423454758225;1.0821955300387673
482;4;ESO;D;144;3;8;0;7.0;1.5499999999999998;7.0;1.0690449676496976;1.2554823251787535
61;1;BAC;C;213;1;10;4;5.0;2.2;4.4;2.3190036174568114;1.6957425341696346
61;1;BAC;C;213;2;10;4;6.0;4.2;4.9;3.0713731999438516;1.6957425341696346
61;1;BAC;C;213;3;10;0;6.0;2.0;6.1;0.9944289260117533;1.2798542258336676
236;1;ESO;C;113;1;11;9;4.0;1.7999999999999998;3.3636363636363638;1.2862913567871996;1.515707952085713
236;1;ESO;C;113;2;11;7;3.0;3.0;3.4545454545454546;1.916436086262016;1.7201934592198251
236;1;ESO;C;113;3;11;6;4.0;3.8;3.3636363636363638;1.9632996344280855;1.4681399390162087
413;4;ESO;A;141;1;12;7;3.5;3.0;4.666666666666667;2.1461734799546393;1.4735023850806486
413;4;ESO;A;141;2;12;5;5.0;2.1000000000000014;5.0;1.9069251784911847;1.6326309271543518
413;4;ESO;A;141;3;12;5;5.5;4.100000000000001;5.166666666666667;2.622744341103013;1.7045514452672967
254;2;ESO;A;121;1;12;0;8.0;1.5499999999999998;8.333333333333334;1.0730867399773196;1.3579778549873245
254;2;ESO;A;121;2;12;0;8.0;2.0;8.0;1.2792042981336627;1.5171063970610272
254;2;ESO;A;121;3;12;0;8.5;1.0;8.333333333333334;1.0730867399773196;1.3522093992338284
58;1;BAC;C;213;1;11;8;3.0;2.8000000000000007;3.5454545454545454;2.296241989148198;1.7677614722893296
58;1;BAC;C;213;2;10;10;0.0;0.05000000000000071;0.2;0.42163702135578396;0.5004024235381879
58;1;BAC;C;213;3;11;11;0.0;1.0;0.36363636363636365;0.504524979109513;0.6554817739013927
457;4;ESO;B;142;1;12;0;7.5;2.0;8.0;1.1281521496355325;1.1269287948006759
457;4;ESO;B;142;2;12;0;8.0;1.0;7.75;0.8660254037844386;1.1988493129136213
457;4;ESO;B;142;3;12;0;8.0;2.0;8.083333333333334;0.996204919895622;1.286057336874379
421;4;ESO;A;141;1;12;8;3.0;3.0;3.5;1.9771421064483223;1.6326309271543518
421;4;ESO;A;141;2;12;10;3.0;1.5499999999999998;3.3333333333333335;1.8748737331221839;1.5832584594204766
421;4;ESO;A;141;3;14;9;3.0;2.05;3.7142857142857144;1.977899874131123;1.3760552852604169
442;4;ESO;B;142;1;12;9;2.0;2.6500000000000012;3.0;2.174229226018436;1.5171063970610277
442;4;ESO;B;142;2;12;12;1.0;0.0;1.0;0.0;0.0
442;4;ESO;B;142;3;14;14;1.0;0.0;1.0;0.0;0.0
422;4;ESO;A;141;1;12;0;6.5;1.5500000000000007;7.0;1.348399724926484;1.3143738430069454
422;4;ESO;A;141;2;12;0;7.5;1.0;7.5;1.0;1.3296613488547582
422;4;ESO;A;141;3;12;0;8.0;1.0;7.833333333333333;0.9374368665610922;1.14370838942625
430;4;ESO;A;141;1;12;6;4.5;3.0;4.75;1.815338686155987;1.5171063970610277
430;4;ESO;A;141;2;12;3;6.0;2.1000000000000005;5.666666666666667;1.8257418583505536;1.791759469228055
430;4;ESO;A;141;3;12;1;6.0;1.5500000000000007;6.166666666666667;1.5859229221975182;1.539654447440098
173;1;ESO;A;111;1;11;0;6.0;2.6000000000000005;6.454545454545454;1.2135597524338357;1.3730039128771996
173;1;ESO;A;111;2;11;4;5.0;2.8000000000000007;5.545454545454546;1.6348477827391983;1.515707952085713
173;1;ESO;A;111;3;11;1;6.0;1.8000000000000007;6.0;1.4832396974191326;1.5941666991180168
65;1;BAC;C;213;1;11;0;6.0;2.0;6.818181818181818;1.2504544628399563;1.3667110520552042
65;1;BAC;C;213;2;10;0;7.0;1.0499999999999998;7.1;1.1005049346146119;1.3592367006650063
65;1;BAC;C;213;3;11;0;7.0;1.0;7.363636363636363;1.026910636104941;1.162225544921092
288;2;ESO;B;122;1;12;0;8.5;1.5499999999999998;8.333333333333334;1.2309149097933272;1.5171063970610277
288;2;ESO;B;122;2;12;0;8.0;1.5499999999999998;8.25;1.2154310870109943;1.5171063970610277
288;2;ESO;B;122;3;12;0;8.0;1.5499999999999998;8.166666666666666;1.403458930534474;1.5171063970610275
241;1;ESO;C;113;1;11;1;6.0;1.8000000000000007;5.909090909090909;1.1361818036340359;1.4681399390162087
241;1;ESO;C;113;2;11;6;4.0;2.6000000000000014;4.909090909090909;1.4459976109624424;1.240684291953396
241;1;ESO;C;113;3;11;3;6.0;2.6000000000000005;5.363636363636363;1.5015143870590966;1.5465986860485124
361;3;ESO;B;132;1;13;1;6.0;2.0;5.846153846153846;1.281025230440697;1.4583192224643482
361;3;ESO;B;132;2;13;4;5.0;3.0;5.3076923076923075;2.2503560971771916;1.991509361356614
361;3;ESO;B;132;3;13;0;6.0;2.0;6.153846153846154;1.344504484072964;1.377819508039033
13;1;BAC;A;211;1;11;1;7.0;1.0;6.636363636363637;1.12006493318265;1.2406842919533958
13;1;BAC;A;211;2;11;0;6.0;1.0;6.545454545454546;1.3684762594679063;1.2636544318820966
13;1;BAC;A;211;3;11;0;6.0;1.0;6.454545454545454;1.0357254813546264;1.3421131789144005
43;1;BAC;B;212;1;11;3;5.0;2.6000000000000005;5.454545454545454;1.3684762594679063;1.4681399390162087
43;1;BAC;B;212;2;11;3;5.0;1.7999999999999998;5.363636363636363;1.8586407545691703;1.6417347121875214
43;1;BAC;B;212;3;11;3;6.0;1.7999999999999998;5.454545454545454;1.439696937805757;1.6417347121875212
232;1;ESO;C;113;1;11;0;7.0;1.0;7.181818181818182;1.0787197799411874;1.3667110520552042
