Id;Nivel;Ens;Grup;Tut;aval;nasig;nsusp;Q50;IQR;med;std;S
232;1;ESO;C;113;2;11;0;8.0;1.0;7.454545454545454;1.0357254813546264;1.162225544921092
232;1;ESO;C;113;3;11;0;8.0;0.0;7.909090909090909;1.044465935734187;0.7595473914748635
287;2;ESO;B;122;1;12;0;5.5;2.0;6.0;1.2792042981336627;1.1988493129136213
287;2;ESO;B;122;2;12;4;5.0;2.0;5.166666666666667;1.1146408580454255;1.3296613488547582
287;2;ESO;B;122;3;12;2;5.0;1.0;5.333333333333333;1.0730867399773196;1.1988493129136213
459;4;ESO;B;142;1;12;1;5.5;1.0;5.416666666666667;0.6685579234215215;0.9184277849930975
459;4;ESO;B;142;2;12;4;5.5;2.0;5.083333333333333;1.729862492345632;1.4241299173467734
459;4;ESO;B;142;3;12;2;5.0;1.0;5.416666666666667;1.1645001528813148;1.3579778549873245
398;3;ESO;C;133;1;13;8;3.0;3.3;4.0;2.041241452319315;1.7782333057997075
398;3;ESO;C;133;2;13;7;4.0;2.0;4.615384615384615;1.6092680291808412;1.5193826646423014
398;3;ESO;C;133;3;13;6;5.0;1.2999999999999998;4.384615384615385;1.5021352323976216;1.5857708352080968
198;1;ESO;B;112;1;11;2;6.0;1.0;5.636363636363637;1.2060453783110545;1.4681399390162087
198;1;ESO;B;112;2;11;1;6.0;1.7999999999999998;6.2727272727272725;1.4206272622267315;1.6417347121875214
198;1;ESO;B;112;3;11;0;6.0;1.0;6.363636363636363;0.9244162777371754;1.2636544318820966
12;1;BAC;A;211;1;11;0;7.0;1.0;7.2727272727272725;1.1908743922772957;1.4142790651247086
12;1;BAC;A;211;2;11;1;7.0;1.7999999999999998;7.0;1.3416407864998738;1.4681399390162087
12;1;BAC;A;211;3;11;0;7.0;2.0;7.818181818181818;1.250454462839956;1.3667110520552042
10;1;BAC;A;211;1;11;0;7.0;1.0;6.636363636363637;1.2060453783110545;1.4681399390162087
10;1;BAC;A;211;2;11;1;7.0;1.8000000000000007;6.818181818181818;1.5374122295716148;1.6417347121875212
10;1;BAC;A;211;3;11;0;7.0;2.0;7.636363636363637;1.2862913567871994;1.162225544921092
235;1;ESO;C;113;1;11;4;5.0;2.6000000000000014;5.181818181818182;1.8877596148970779;1.4681399390162087
235;1;ESO;C;113;2;11;3;6.0;2.8;6.0;1.7888543819998317;1.499030672979008
235;1;ESO;C;113;3;11;1;6.0;1.0;5.7272727272727275;1.4206272622267313;1.1209503926735833
314;3;ESO;A;131;1;13;2;6.0;2.0;6.153846153846154;1.573009527739414;1.519382664642301
314;3;ESO;A;131;2;13;0;6.0;2.0;6.153846153846154;1.0681880176381124;1.2202821662722372
314;3;ESO;A;131;3;15;0;6.0;1.8000000000000007;6.133333333333334;1.1872336794093272;1.3624474851916286
328;3;ESO;D;134;1;9;1;6.0;2.0;5.888888888888889;1.0540925533894598;1.310783678099714
328;3;ESO;D;134;2;11;2;6.0;1.8000000000000007;5.454545454545454;1.507556722888818;1.499030672979008
328;3;ESO;D;134;3;13;2;6.0;2.0;5.615384615384615;1.7577666482623882;1.6715952780212544
296;2;ESO;C;123;1;12;9;2.5;3.5500000000000007;3.0;2.0;1.6762349391347309
296;2;ESO;C;123;2;12;11;2.0;2.0;2.3333333333333335;1.775250729197189;1.4241299173467734
296;2;ESO;C;123;3;13;12;1.0;1.3000000000000007;1.8461538461538463;1.7246329970051526;0.937155853065701
264;2;ESO;A;121;1;12;8;2.5;3.5500000000000007;3.3333333333333335;2.103388319888276;1.6762349391347304
264;2;ESO;A;121;2;12;10;3.0;2.1000000000000005;3.0;1.7580981459830651;1.539654447440098
264;2;ESO;A;121;3;12;10;2.5;3.0;2.75;1.712255291076124;1.6762349391347304
204;1;ESO;B;112;1;11;0;8.0;1.6000000000000005;8.0;0.7745966692414834;1.0670895187820832
204;1;ESO;B;112;2;11;0;8.0;1.0;8.272727272727273;0.6466697906828632;0.9164648855394713
204;1;ESO;B;112;3;11;0;9.0;1.8000000000000007;8.727272727272727;1.009049958219026;1.2945451658448959
306;2;ESO;C;123;1;12;3;5.0;0.5499999999999998;4.916666666666667;0.996204919895622;1.2342678660790767
306;2;ESO;C;123;2;12;5;5.0;2.0;5.083333333333333;1.164500152881315;1.3086053872534493
306;2;ESO;C;123;3;12;1;5.0;1.0;5.333333333333333;0.7784989441615229;1.0751393240053735
11;1;BAC;A;211;1;11;0;6.0;1.8000000000000007;6.636363636363637;1.2862913567871994;1.515707952085713
11;1;BAC;A;211;2;11;1;6.0;2.0;6.090909090909091;1.513574937328539;1.6417347121875212
11;1;BAC;A;211;3;11;0;6.0;2.0;6.2727272727272725;1.3483997249264843;1.4681399390162087
56;1;BAC;C;213;1;10;0;6.0;2.0;6.1;0.9944289260117533;1.2798542258336674
56;1;BAC;C;213;2;10;0;6.0;1.0499999999999998;6.3;0.9486832980505138;1.2798542258336676
56;1;BAC;C;213;3;10;0;7.0;0.10000000000000053;6.9;0.8755950357709131;1.0888999753452235
50;1;BAC;C;213;1;11;1;7.0;2.0;6.181818181818182;1.6011359603844904;1.3667110520552042
50;1;BAC;C;213;2;11;1;6.0;1.8000000000000007;6.0;1.3416407864998738;1.4681399390162087
50;1;BAC;C;213;3;11;0;6.0;0.0;6.363636363636363;1.12006493318265;0.8855741515766717
379;3;ESO;C;133;1;13;2;5.0;1.0;5.384615384615385;1.3867504905630725;1.412744636863848
379;3;ESO;C;133;2;13;3;5.0;1.2999999999999998;5.076923076923077;1.4411533842457842;1.5857708352080968
379;3;ESO;C;133;3;13;0;5.0;1.3000000000000007;5.769230769230769;1.0127393670836666;1.1569876443452742
317;3;ESO;A;131;1;13;0;8.0;2.0;8.0;1.4142135623730951;1.4985690796770055
317;3;ESO;A;131;2;13;0;9.0;0.6000000000000014;9.0;0.7071067811865476;1.0100997593541636
317;3;ESO;A;131;3;13;0;10.0;1.3000000000000007;9.23076923076923;1.0127393670836666;1.1569876443452742
187;1;ESO;A;111;1;11;1;6.0;2.6000000000000005;6.363636363636363;1.5015143870590966;1.6417347121875214
187;1;ESO;A;111;2;11;1;6.0;1.8000000000000007;5.909090909090909;1.1361818036340359;1.4681399390162087
187;1;ESO;A;111;3;11;0;6.0;1.8000000000000007;5.909090909090909;1.044465935734187;1.2406842919533958
303;2;ESO;C;123;1;12;0;9.0;1.0;8.5;1.1677484162422844;1.4241299173467734
303;2;ESO;C;123;2;12;0;9.0;1.5500000000000007;9.083333333333334;0.7929614610987591;1.0775563270668007
303;2;ESO;C;123;3;12;0;9.0;0.5500000000000007;9.083333333333334;0.6685579234215215;0.9596147939120492
302;2;ESO;C;123;1;12;10;1.5;1.5500000000000007;2.1666666666666665;1.696699112626596;1.3143738430069454
302;2;ESO;C;123;2;12;10;1.5;2.5500000000000007;2.3333333333333335;1.775250729197189;1.4735023850806486
302;2;ESO;C;123;3;14;12;2.0;2.0500000000000007;2.4285714285714284;1.4525460784051258;1.4944032113796122
2;1;BAC;A;211;1;11;2;6.0;0.7999999999999998;5.818181818181818;1.8340219092574561;1.4205719259467045
2;1;BAC;A;211;2;11;0;6.0;3.0;6.454545454545454;1.572490786213793;1.3667110520552042
2;1;BAC;A;211;3;11;0;7.0;1.8000000000000007;6.818181818181818;1.4012980994907414;1.5465986860485124
250;1;ESO;C;113;1;11;0;9.0;1.7999999999999998;8.454545454545455;1.1281521496355325;1.3421131789144003
250;1;ESO;C;113;2;11;0;9.0;1.0;9.272727272727273;0.7862453931068965;1.0361987848192837
250;1;ESO;C;113;3;11;0;9.0;0.8000000000000007;9.272727272727273;0.46709936649691375;0.5859526183035508
432;4;ESO;A;141;1;12;1;7.0;2.0;6.666666666666667;1.3026778945578592;1.4735023850806486
432;4;ESO;A;141;2;12;0;7.0;1.0;6.666666666666667;1.1547005383792515;1.4241299173467734
432;4;ESO;A;141;3;12;0;7.0;2.5500000000000007;7.333333333333333;1.7232808737106582;1.7481554572476758
417;4;ESO;A;141;1;12;0;9.0;1.0;8.416666666666666;0.7929614610987591;0.9596147939120492
417;4;ESO;A;141;2;12;0;8.0;1.0;8.333333333333334;0.7784989441615231;1.0751393240053735
417;4;ESO;A;141;3;12;0;9.0;1.5500000000000007;8.75;0.9653072991634227;1.286057336874379
322;3;ESO;A;131;1;13;2;7.0;2.0;6.384615384615385;1.757766648262388;1.4583192224643482
322;3;ESO;A;131;2;13;3;7.0;3.3;6.384615384615385;2.063106942552968;1.7326587201992076
322;3;ESO;A;131;3;13;0;7.0;2.3;6.846153846153846;1.4632243987255136;1.591095563595939
383;3;ESO;A;131;1;13;0;7.0;1.0;7.3076923076923075;1.1094003924504583;1.377819508039033
383;3;ESO;A;131;2;13;0;8.0;2.0;8.0;0.816496580927726;1.0928305535284886
383;3;ESO;A;131;3;13;0;9.0;1.2999999999999998;8.461538461538462;0.9674179220468453;1.1569876443452742
192;1;ESO;A;111;1;11;0;6.0;1.7999999999999998;6.2727272727272725;1.1037127426019047;1.3421131789144003
192;1;ESO;A;111;2;11;0;7.0;1.0;6.545454545454546;1.1281521496355325;1.240684291953396
192;1;ESO;A;111;3;11;0;6.0;0.8000000000000007;6.181818181818182;0.8738628975053029;1.1685184057430877
418;4;ESO;A;141;1;12;6;4.5;3.5500000000000007;5.0;1.954016841836789;1.6762349391347309
418;4;ESO;A;141;2;12;6;4.5;2.1000000000000005;4.5;1.6787441193290353;1.7045514452672967
418;4;ESO;A;141;3;12;4;5.0;3.1000000000000005;5.083333333333333;2.0652243256245835;1.8636799873410004
327;3;ESO;A;131;1;13;1;6.0;2.0;6.076923076923077;1.3204505835470497;1.4583192224643482
327;3;ESO;A;131;2;13;1;6.0;2.0;6.076923076923077;1.3821202589704018;1.6052071074554588
327;3;ESO;A;131;3;13;0;6.0;1.6000000000000005;6.538461538461538;1.39136531360295;1.4791328074296435
323;3;ESO;A;131;1;13;2;6.0;2.3000000000000007;6.076923076923077;1.84668795692624;1.818483163012365
323;3;ESO;A;131;2;13;0;7.0;1.6000000000000005;6.615384615384615;1.2608503439122305;1.5247073930301436
323;3;ESO;A;131;3;13;0;7.0;2.0;6.923076923076923;1.2557559782549623;1.4791328074296435
60;1;BAC;C;213;1;10;0;6.0;1.1000000000000005;6.6;1.505545305418162;1.4708084763221112
60;1;BAC;C;213;2;10;0;7.5;2.1000000000000005;7.3;1.636391694484477;1.6957425341696344
60;1;BAC;C;213;3;10;0;8.0;2.0500000000000007;7.4;1.577621275493231;1.4184836619456564
299;2;ESO;C;123;1;12;0;8.0;1.5499999999999998;8.25;0.9653072991634227;1.286057336874379
299;2;ESO;C;123;2;12;0;9.0;1.5500000000000007;8.833333333333334;0.937436866561092;1.2650013752730702
299;2;ESO;C;123;3;12;0;9.0;1.0;8.833333333333334;0.7177405625652734;1.0114042647073516
405;3;ESO;C;133;1;13;7;4.0;2.3000000000000007;4.538461538461538;1.7134460703206962;1.8043716191528456
405;3;ESO;C;133;2;13;9;4.0;3.3000000000000007;3.8461538461538463;1.7246329970051526;1.6715952780212544
405;3;ESO;C;133;3;13;7;4.0;1.9000000000000004;4.3076923076923075;1.6012815380508716;1.5247073930301438
412;4;ESO;A;141;1;12;0;8.0;1.0;7.833333333333333;0.7177405625652734;1.0114042647073516
412;4;ESO;A;141;2;12;0;8.0;2.55;7.833333333333333;1.337115846843043;1.4735023850806486
412;4;ESO;A;141;3;12;0;9.0;1.5500000000000007;8.75;0.9653072991634227;1.286057336874379
310;2;ESO;C;123;1;12;0;7.0;1.0;6.75;0.8660254037844386;1.1988493129136213
310;2;ESO;C;123;2;12;0;6.0;1.5499999999999998;6.416666666666667;1.2401124093721456;1.4735023850806486
310;2;ESO;C;123;3;12;0;7.0;2.0;7.0;1.044465935734187;1.2650013752730702
215;1;ESO;B;112;1;11;0;6.0;2.0;6.818181818181818;1.4709304414677;1.515707952085713
215;1;ESO;B;112;2;11;0;8.0;1.8000000000000007;7.818181818181818;0.9816498172140427;1.2945451658448959
215;1;ESO;B;112;3;11;0;8.0;2.0;8.090909090909092;1.3003496033409983;1.5465986860485126
30;1;BAC;B;212;1;11;5;5.0;2.5999999999999996;4.090909090909091;1.9725387425622571;1.6417347121875214
30;1;BAC;B;212;2;11;5;5.0;3.0;3.909090909090909;2.256304299271065;1.6417347121875214
30;1;BAC;B;212;3;11;5;5.0;2.8;4.0;2.32379000772445;1.893788232391138
411;4;ESO;A;141;1;12;4;5.0;1.0;4.416666666666667;1.3113721705515065;1.2342678660790765
411;4;ESO;A;141;2;12;4;5.0;2.0;5.166666666666667;1.403458930534474;1.6326309271543518
411;4;ESO;A;141;3;12;1;5.0;1.5500000000000007;5.666666666666667;1.497472618255253;1.3579778549873245
277;2;ESO;B;122;1;12;12;1.0;0.0;1.25;0.621581560508061;0.5660857389596289
277;2;ESO;B;122;2;12;12;1.5;3.0;2.25;1.4222261679238197;1.1269287948006759
277;2;ESO;B;122;3;14;14;1.0;0.0;1.0714285714285714;0.26726124191242434;0.25731864054383163
419;4;ESO;A;141;1;12;0;8.0;1.0;7.833333333333333;0.7177405625652734;1.0114042647073516
419;4;ESO;A;141;2;12;0;9.0;1.0;8.5;1.0;1.1269287948006759
419;4;ESO;A;141;3;12;0;9.0;0.0;9.0;0.6030226891555273;0.8675632284814612
466;4;ESO;C;143;1;12;6;5.0;3.55;5.083333333333333;2.1933093855190746;1.7481554572476758
466;4;ESO;C;143;2;12;5;6.0;3.5500000000000007;4.916666666666667;2.391588796113782;1.6326309271543518
466;4;ESO;C;143;3;14;5;5.0;3.05;5.214285714285714;2.5473537227897873;1.9701814400260846
183;1;ESO;B;112;1;10;10;2.5;1.1000000000000005;2.5;1.0801234497346435;1.366158847569202
183;1;ESO;B;112;2;10;10;1.0;1.0500000000000007;1.6;0.8432740427115678;0.9502705392332347
183;1;ESO;B;112;3;10;10;1.5;2.0;2.0;1.1547005383792515;1.1682824501765625
385;3;ESO;C;133;1;13;5;5.0;2.3;5.0;1.4719601443879744;1.564957250242801
385;3;ESO;C;133;2;13;6;5.0;2.3000000000000007;4.461538461538462;1.4500221041639683;1.6715952780212544
385;3;ESO;C;133;3;13;5;5.0;2.3;4.846153846153846;1.4051188470584879;1.564957250242801
436;4;ESO;B;142;1;12;0;9.0;1.5500000000000007;8.833333333333334;0.937436866561092;1.2650013752730702
436;4;ESO;B;142;2;12;0;9.0;1.5500000000000007;8.833333333333334;0.9374368665610922;1.2650013752730702
436;4;ESO;B;142;3;12;0;9.5;1.5500000000000007;9.25;0.8660254037844386;1.0397207708399179
252;1;ESO;C;113;1;11;0;7.0;2.5999999999999996;6.909090909090909;1.300349603340998;1.0670895187820832
252;1;ESO;C;113;2;11;0;7.0;1.7999999999999998;7.090909090909091;1.3751033019046572;1.515707952085713
252;1;ESO;C;113;3;11;0;7.0;0.8000000000000007;7.090909090909091;1.044465935734187;1.294545165844896
336;3;ESO;A;131;1;13;2;5.0;2.0;5.769230769230769;1.535895295576609;1.5857708352080966
336;3;ESO;A;131;2;13;4;5.0;1.3000000000000007;5.230769230769231;1.3634420996046583;1.2047933096947843
336;3;ESO;A;131;3;13;2;5.0;1.3000000000000007;5.6923076923076925;1.3155870289605438;1.4791328074296435
380;3;ESO;C;133;1;13;4;5.0;2.6000000000000005;5.0;1.8708286933869707;1.8184831630123652
380;3;ESO;C;133;2;13;2;5.0;1.3000000000000007;5.461538461538462;2.0254787341673333;1.6924088629865501
380;3;ESO;C;133;3;13;2;5.0;1.3000000000000007;5.461538461538462;1.6641005886756872;1.5247073930301438
212;1;ESO;B;112;1;11;1;7.0;2.0;7.0;1.4142135623730951;1.4681399390162087
212;1;ESO;B;112;2;11;1;7.0;1.7999999999999998;6.909090909090909;1.2210278829367864;1.2636544318820964
212;1;ESO;B;112;3;11;0;7.0;1.0;6.909090909090909;0.9438798074485388;1.162225544921092
256;2;ESO;A;121;1;12;0;7.5;1.5499999999999998;7.416666666666667;1.0836246694508316;1.3579778549873245
256;2;ESO;A;121;2;12;0;7.5;1.0;7.166666666666667;1.1146408580454255;1.0114042647073516
256;2;ESO;A;121;3;12;0;7.0;2.0;7.0;1.348399724926484;1.5607104090414063
393;3;ESO;C;133;1;13;7;4.0;2.0;4.6923076923076925;1.2506408613597126;1.4791328074296435
393;3;ESO;C;133;2;13;6;5.0;2.0;4.3076923076923075;1.6012815380508714;1.4180693652516905
393;3;ESO;C;133;3;13;1;5.0;0.3000000000000007;5.3076923076923075;1.1821319289469758;1.0437938808441543
478;4;ESO;D;144;1;8;0;7.5;1.0;7.5;0.5345224838248488;0.6931471805599453
478;4;ESO;D;144;2;8;0;7.0;1.0999999999999996;7.0;0.7559289460184544;1.0397207708399179
478;4;ESO;D;144;3;8;0;8.0;1.0;7.5;0.7559289460184544;0.9002560512685369
428;4;ESO;A;141;1;12;7;4.0;2.5500000000000007;4.416666666666667;1.831955405041456;1.7917594692280554
428;4;ESO;A;141;2;12;4;5.0;2.0;5.0;1.8586407545691703;1.8200759753606213
428;4;ESO;A;141;3;12;4;5.0;3.5500000000000007;5.083333333333333;2.151461800448216;1.7481554572476763
178;1;ESO;A;111;1;11;0;6.0;1.7999999999999998;6.2727272727272725;1.009049958219026;1.2945451658448959
178;1;ESO;A;111;2;11;1;6.0;2.0;6.090909090909091;1.300349603340998;1.5465986860485124
178;1;ESO;A;111;3;11;0;6.0;1.7999999999999998;6.363636363636363;1.12006493318265;1.3730039128771996
315;3;ESO;A;131;1;13;1;6.0;2.6000000000000014;6.3076923076923075;1.7504578155735613;1.4791328074296435
315;3;ESO;A;131;2;13;2;6.0;2.0;5.769230769230769;1.832750490103429;1.631345420808597
315;3;ESO;A;131;3;13;1;6.0;2.3000000000000007;6.076923076923077;1.6563785025137654;1.6260206924207543
195;1;ESO;A;111;1;11;2;6.0;1.6000000000000005;5.818181818181818;1.0787197799411874;1.240684291953396
195;1;ESO;A;111;2;11;3;5.0;1.7999999999999998;5.0;1.2649110640673518;1.2406842919533958
195;1;ESO;A;111;3;11;0;6.0;0.7999999999999998;5.7272727272727275;0.4670993664969138;0.5859526183035508
390;3;ESO;C;133;1;13;1;6.0;2.0;5.923076923076923;1.2557559782549623;1.4791328074296435
390;3;ESO;C;133;2;13;1;7.0;2.0;6.846153846153846;1.281025230440697;1.4583192224643482
390;3;ESO;C;133;3;13;0;7.0;2.0;7.0;1.0;1.2658567518727373
34;1;BAC;B;212;1;11;4;5.0;2.8;4.818181818181818;1.9400093720485898;1.8462202193216333
34;1;BAC;B;212;2;11;6;4.0;3.0;4.0;2.7202941017470885;1.6726254461503207
34;1;BAC;B;212;3;11;3;5.0;4.2;4.7272727272727275;2.7236339361562187;1.7677614722893296
429;4;ESO;A;141;1;12;4;5.0;3.1000000000000005;5.333333333333333;2.059714602177749;1.7045514452672967
429;4;ESO;A;141;2;12;4;5.0;2.55;5.0;1.7580981459830651;1.8200759753606213
429;4;ESO;A;141;3;12;2;5.5;2.0;5.833333333333333;1.8504708655481243;1.6326309271543518
248;1;ESO;C;113;1;10;3;5.5;2.0;5.2;1.2292725943057183;1.4708084763221114
248;1;ESO;C;113;2;10;0;6.0;1.1000000000000014;6.0;1.1547005383792515;1.0549201679861442
248;1;ESO;C;113;3;10;1;6.0;2.0;6.1;1.1972189997378646;1.5047882836811908
217;1;ESO;C;113;1;11;7;4.0;2.0;4.181818181818182;1.4709304414677;1.6726254461503207
217;1;ESO;C;113;2;11;4;5.0;2.0;5.181818181818182;1.4012980994907414;1.4681399390162084
217;1;ESO;C;113;3;11;1;5.0;1.0;5.545454545454546;1.0357254813546264;1.162225544921092
266;2;ESO;A;121;1;12;5;5.0;2.0;4.916666666666667;1.5642792899510294;1.7045514452672972
266;2;ESO;A;121;2;12;5;5.0;2.1000000000000005;4.666666666666667;1.556997888323046;1.6762349391347309
266;2;ESO;A;121;3;12;6;4.5;2.0;4.75;1.5447859516333116;1.6762349391347309
408;3;ESO;C;133;1;13;3;6.0;1.6000000000000005;5.461538461538462;1.2659242088545835;1.5247073930301436
408;3;ESO;C;133;2;13;3;6.0;1.2999999999999998;5.3076923076923075;1.1094003924504583;1.377819508039033
408;3;ESO;C;133;3;13;1;6.0;1.3000000000000007;5.769230769230769;0.9268086959962983;1.2658567518727373
55;1;BAC;C;213;1;11;5;5.0;2.8000000000000007;4.090909090909091;2.427119504867672;1.7201934592198251
55;1;BAC;C;213;2;10;3;5.0;5.05;4.1;2.685351208149711;1.5047882836811908
55;1;BAC;C;213;3;11;0;6.0;2.0;6.181818181818182;1.5374122295716148;1.240684291953396
481;4;ESO;D;144;1;8;2;5.5;2.55;5.875;1.7268882005337975;1.559581156259877
481;4;ESO;D;144;2;8;1;5.0;2.0999999999999996;5.75;1.4880476182856899;1.2130075659799042
481;4;ESO;D;144;3;8;0;5.0;1.5499999999999998;5.75;1.164964745021435;1.0735428464085233
343;3;ESO;A;131;1;13;0;8.0;2.0;7.846153846153846;1.3445044840729643;1.564957250242801
343;3;ESO;A;131;2;13;0;8.0;2.0;7.769230769230769;1.2351684199496948;1.5247073930301436
343;3;ESO;A;131;3;13;0;8.0;2.0;7.923076923076923;1.1875421719907089;1.4127446368638479
441;4;ESO;B;142;1;12;3;5.0;2.1000000000000005;5.416666666666667;1.4433756729740645;1.6762349391347309
441;4;ESO;B;142;2;12;3;5.0;3.0999999999999996;5.416666666666667;2.108783937953269;1.791759469228055
441;4;ESO;B;142;3;13;3;5.0;2.5999999999999996;5.384615384615385;1.757766648262388;1.4791328074296435
225;1;ESO;C;113;1;11;0;7.0;0.8000000000000007;7.181818181818182;0.9816498172140429;1.0335620542068176
225;1;ESO;C;113;2;11;0;7.0;0.7999999999999998;7.090909090909091;1.044465935734187;0.9949236325717752
225;1;ESO;C;113;3;11;0;7.0;0.8000000000000007;7.0;1.1832159566199232;1.1685184057430877
479;4;ESO;D;144;1;8;0;7.0;3.1000000000000005;7.0;1.6035674514745464;1.559581156259877
479;4;ESO;D;144;2;8;0;7.0;1.0999999999999996;6.875;0.9910312089651149;1.2130075659799042
479;4;ESO;D;144;3;8;0;7.0;1.5499999999999998;7.0;1.0690449676496976;1.2554823251787535
218;1;ESO;B;112;1;11;0;7.0;0.7999999999999998;6.909090909090909;1.044465935734187;1.294545165844896
218;1;ESO;B;112;2;11;0;7.0;1.8000000000000007;6.909090909090909;1.3751033019046572;1.515707952085713
218;1;ESO;B;112;3;11;0;7.0;1.8000000000000007;6.7272727272727275;1.009049958219026;1.2945451658448959
316;3;ESO;A;131;1;13;0;9.0;1.0;8.538461538461538;0.7762500258061849;1.1189688668816267
316;3;ESO;A;131;2;13;0;9.0;2.0;8.923076923076923;0.9540735874430285;1.2658567518727373
316;3;ESO;A;131;3;13;0;9.0;1.0;9.153846153846153;0.6887372317211945;0.9839614460010255
197;1;ESO;B;112;1;11;2;5.0;1.8000000000000007;5.7272727272727275;1.4893561757289013;1.5157079520857129
197;1;ESO;B;112;2;11;2;6.0;1.8000000000000007;5.818181818181818;1.4012980994907414;1.5465986860485124
197;1;ESO;B;112;3;11;0;6.0;1.8000000000000007;6.181818181818182;1.3280197150781923;1.3896811919839047
388;3;ESO;C;133;1;13;4;5.0;2.6000000000000005;5.0;1.632993161855452;1.6715952780212544
388;3;ESO;C;133;2;13;5;6.0;2.0;5.230769230769231;1.3634420996046583;1.3114313374732374
388;3;ESO;C;133;3;13;4;6.0;3.0;5.615384615384615;1.660244035197915;1.6715952780212542
439;4;ESO;B;142;1;12;2;6.0;2.5500000000000007;6.25;1.9128750375000738;1.8200759753606213
439;4;ESO;B;142;2;12;1;6.0;2.1000000000000005;6.25;1.2880570286640687;1.4241299173467734
439;4;ESO;B;142;3;12;0;7.0;2.55;6.833333333333333;1.403458930534474;1.5171063970610277
454;4;ESO;B;142;1;12;3;6.0;2.55;5.916666666666667;2.193309385519074;1.9356005054539458
454;4;ESO;B;142;2;12;1;5.5;2.0;5.916666666666667;1.3113721705515065;1.4677339293271525
454;4;ESO;B;142;3;12;0;6.0;1.5499999999999998;6.416666666666667;1.2401124093721454;1.4735023850806486
298;2;ESO;C;123;1;12;0;7.0;2.0;6.916666666666667;1.3113721705515067;1.5171063970610275
298;2;ESO;C;123;2;12;0;8.0;1.5500000000000007;7.75;1.0552897060221726;1.308605387253449
298;2;ESO;C;123;3;12;0;7.5;1.0;7.583333333333333;0.90033663737852;1.236684869140504
297;2;ESO;C;123;1;12;0;6.0;1.5499999999999998;6.333333333333333;1.0730867399773196;1.3579778549873243
297;2;ESO;C;123;2;12;0;6.0;1.0;6.5;1.1677484162422844;1.4241299173467734
297;2;ESO;C;123;3;12;0;6.0;1.0;6.5;1.087114613009218;1.2342678660790765
373;3;ESO;B;132;1;13;0;8.0;1.3000000000000007;7.769230769230769;0.8320502943378437;1.0579054247036734
373;3;ESO;B;132;2;13;0;6.0;2.3000000000000007;7.0;1.4142135623730951;1.377819508039033
373;3;ESO;B;132;3;13;0;7.0;2.3000000000000007;7.230769230769231;1.3634420996046583;1.5247073930301436
401;3;ESO;C;133;1;13;4;6.0;2.0;5.461538461538462;1.39136531360295;1.484457535817486
401;3;ESO;C;133;2;13;2;6.0;2.0;5.846153846153846;1.214231845389905;1.5247073930301436
401;3;ESO;C;133;3;13;1;6.0;2.0;6.076923076923077;1.4978617237881953;1.5857708352080966
399;3;ESO;C;133;1;13;5;5.0;2.0;5.076923076923077;1.3821202589704018;1.564957250242801
399;3;ESO;C;133;2;13;6;5.0;1.3000000000000007;4.846153846153846;0.9870962335856489;1.204793309694784
399;3;ESO;C;133;3;13;3;5.0;0.6000000000000005;5.0;1.0;1.3038755293363848
220;1;ESO;B;112;1;10;2;6.0;2.0999999999999996;5.7;1.7029386365926402;1.5571130980576455
220;1;ESO;B;112;2;10;0;6.0;1.1000000000000005;6.4;1.0749676997731399;1.3321790402101223
220;1;ESO;B;112;3;10;0;6.0;2.0;6.0;1.0540925533894598;1.2798542258336676
199;1;ESO;B;112;1;11;0;9.0;1.0;8.363636363636363;1.12006493318265;1.3667110520552042
199;1;ESO;B;112;2;11;0;8.0;1.0;8.363636363636363;1.3618169680781094;1.2406842919533958
199;1;ESO;B;112;3;11;0;9.0;0.0;8.909090909090908;0.8312094145936335;1.0335620542068176
446;4;ESO;B;142;1;12;4;5.0;2.55;4.5;1.9306145983268455;1.6326309271543518
446;4;ESO;B;142;2;12;6;4.5;2.55;4.666666666666667;1.669694219873444;1.7045514452672967
446;4;ESO;B;142;3;12;3;5.0;2.0999999999999996;4.916666666666667;1.781640374554423;1.4451858789480823
223;1;ESO;B;112;1;10;7;4.0;1.1000000000000005;4.2;1.2292725943057183;1.3592367006650063
223;1;ESO;B;112;2;10;3;5.0;2.1000000000000014;5.5;1.509230856356236;1.366158847569202
223;1;ESO;B;112;3;10;3;5.0;2.05;5.0;1.3333333333333333;1.5047882836811908
409;4;ESO;A;141;1;12;1;7.0;1.0;7.166666666666667;1.5859229221975182;1.4735023850806486
409;4;ESO;A;141;2;12;1;8.0;2.0;7.0;1.4142135623730951;1.2342678660790765
409;4;ESO;A;141;3;12;0;8.0;1.5500000000000007;7.583333333333333;1.2401124093721454;1.4735023850806486
265;2;ESO;A;121;1;12;0;6.0;2.0;6.083333333333333;0.996204919895622;1.286057336874379
265;2;ESO;A;121;2;12;1;5.5;2.5500000000000007;6.083333333333333;1.5642792899510296;1.5832584594204766
265;2;ESO;A;121;3;12;0;6.0;2.5500000000000007;6.416666666666667;1.378954368902449;1.5171063970610277
386;3;ESO;C;133;1;13;0;7.0;2.0;7.076923076923077;1.1875421719907089;1.4791328074296435
386;3;ESO;C;133;2;13;0;8.0;1.2999999999999998;7.384615384615385;1.1208970766356101;1.303875529336385
386;3;ESO;C;133;3;13;0;7.0;1.0;7.3076923076923075;0.8548504142651104;1.2047933096947843
