Id;Nivel;Ens;Grup;Tut;aval;nasig;nsusp;Q50;IQR
442;4;ESO;B;142;1;12;9;2.0;2.6500000000000012
442;4;ESO;B;142;2;12;12;1.0;0.0
442;4;ESO;B;142;3;14;14;1.0;0.0
422;4;ESO;A;141;1;12;0;6.5;1.5500000000000007
422;4;ESO;A;141;2;12;0;7.5;1.0
422;4;ESO;A;141;3;12;0;8.0;1.0
430;4;ESO;A;141;1;12;6;4.5;3.0
430;4;ESO;A;141;2;12;3;6.0;2.1000000000000005
430;4;ESO;A;141;3;12;1;6.0;1.5500000000000007
173;1;ESO;A;111;1;11;0;6.0;2.6000000000000005
173;1;ESO;A;111;2;11;4;5.0;2.8000000000000007
173;1;ESO;A;111;3;11;1;6.0;1.8000000000000007
65;1;BAC;C;213;1;11;0;6.0;2.0
65;1;BAC;C;213;2;10;0;7.0;1.0499999999999998
65;1;BAC;C;213;3;11;0;7.0;1.0
288;2;ESO;B;122;1;12;0;8.5;1.5499999999999998
288;2;ESO;B;122;2;12;0;8.0;1.5499999999999998
288;2;ESO;B;122;3;12;0;8.0;1.5499999999999998
241;1;ESO;C;113;1;11;1;6.0;1.8000000000000007
241;1;ESO;C;113;2;11;6;4.0;2.6000000000000014
241;1;ESO;C;113;3;11;3;6.0;2.6000000000000005
361;3;ESO;B;132;1;13;1;6.0;2.0
361;3;ESO;B;132;2;13;4;5.0;3.0
361;3;ESO;B;132;3;13;0;6.0;2.0
13;1;BAC;A;211;1;11;1;7.0;1.0
13;1;BAC;A;211;2;11;0;6.0;1.0
13;1;BAC;A;211;3;11;0;6.0;1.0
43;1;BAC;B;212;1;11;3;5.0;2.6000000000000005
43;1;BAC;B;212;2;11;3;5.0;1.7999999999999998
43;1;BAC;B;212;3;11;3;6.0;1.7999999999999998
232;1;ESO;C;113;1;11;0;7.0;1.0
232;1;ESO;C;113;2;11;0;8.0;1.0
232;1;ESO;C;113;3;11;0;8.0;0.0
287;2;ESO;B;122;1;12;0;5.5;2.0
287;2;ESO;B;122;2;12;4;5.0;2.0
287;2;ESO;B;122;3;12;2;5.0;1.0
459;4;ESO;B;142;1;12;1;5.5;1.0
459;4;ESO;B;142;2;12;4;5.5;2.0
459;4;ESO;B;142;3;12;2;5.0;1.0
398;3;ESO;C;133;1;13;8;3.0;3.3
398;3;ESO;C;133;2;13;7;4.0;2.0
398;3;ESO;C;133;3;13;6;5.0;1.2999999999999998
198;1;ESO;B;112;1;11;2;6.0;1.0
198;1;ESO;B;112;2;11;1;6.0;1.7999999999999998
198;1;ESO;B;112;3;11;0;6.0;1.0
12;1;BAC;A;211;1;11;0;7.0;1.0
12;1;BAC;A;211;2;11;1;7.0;1.7999999999999998
12;1;BAC;A;211;3;11;0;7.0;2.0
10;1;BAC;A;211;1;11;0;7.0;1.0
10;1;BAC;A;211;2;11;1;7.0;1.8000000000000007
10;1;BAC;A;211;3;11;0;7.0;2.0
235;1;ESO;C;113;1;11;4;5.0;2.6000000000000014
235;1;ESO;C;113;2;11;3;6.0;2.8
235;1;ESO;C;113;3;11;1;6.0;1.0
314;3;ESO;A;131;1;13;2;6.0;2.0
314;3;ESO;A;131;2;13;0;6.0;2.0
314;3;ESO;A;131;3;15;0;6.0;1.8000000000000007
328;3;ESO;D;134;1;9;1;6.0;2.0
328;3;ESO;D;134;2;11;2;6.0;1.8000000000000007
328;3;ESO;D;134;3;13;2;6.0;2.0
296;2;ESO;C;123;1;12;9;2.5;3.5500000000000007
296;2;ESO;C;123;2;12;11;2.0;2.0
296;2;ESO;C;123;3;13;12;1.0;1.3000000000000007
264;2;ESO;A;121;1;12;8;2.5;3.5500000000000007
264;2;ESO;A;121;2;12;10;3.0;2.1000000000000005
264;2;ESO;A;121;3;12;10;2.5;3.0
204;1;ESO;B;112;1;11;0;8.0;1.6000000000000005
204;1;ESO;B;112;2;11;0;8.0;1.0
204;1;ESO;B;112;3;11;0;9.0;1.8000000000000007
306;2;ESO;C;123;1;12;3;5.0;0.5499999999999998
306;2;ESO;C;123;2;12;5;5.0;2.0
306;2;ESO;C;123;3;12;1;5.0;1.0
11;1;BAC;A;211;1;11;0;6.0;1.8000000000000007
11;1;BAC;A;211;2;11;1;6.0;2.0
11;1;BAC;A;211;3;11;0;6.0;2.0
56;1;BAC;C;213;1;10;0;6.0;2.0
56;1;BAC;C;213;2;10;0;6.0;1.0499999999999998
56;1;BAC;C;213;3;10;0;7.0;0.10000000000000053
50;1;BAC;C;213;1;11;1;7.0;2.0
50;1;BAC;C;213;2;11;1;6.0;1.8000000000000007
50;1;BAC;C;213;3;11;0;6.0;0.0
379;3;ESO;C;133;1;13;2;5.0;1.0
379;3;ESO;C;133;2;13;3;5.0;1.2999999999999998
379;3;ESO;C;133;3;13;0;5.0;1.3000000000000007
317;3;ESO;A;131;1;13;0;8.0;2.0
317;3;ESO;A;131;2;13;0;9.0;0.6000000000000014
317;3;ESO;A;131;3;13;0;10.0;1.3000000000000007
187;1;ESO;A;111;1;11;1;6.0;2.6000000000000005
187;1;ESO;A;111;2;11;1;6.0;1.8000000000000007
187;1;ESO;A;111;3;11;0;6.0;1.8000000000000007
303;2;ESO;C;123;1;12;0;9.0;1.0
303;2;ESO;C;123;2;12;0;9.0;1.5500000000000007
303;2;ESO;C;123;3;12;0;9.0;0.5500000000000007
302;2;ESO;C;123;1;12;10;1.5;1.5500000000000007
302;2;ESO;C;123;2;12;10;1.5;2.5500000000000007
302;2;ESO;C;123;3;14;12;2.0;2.0500000000000007
2;1;BAC;A;211;1;11;2;6.0;0.7999999999999998
2;1;BAC;A;211;2;11;0;6.0;3.0
2;1;BAC;A;211;3;11;0;7.0;1.8000000000000007
250;1;ESO;C;113;1;11;0;9.0;1.7999999999999998
250;1;ESO;C;113;2;11;0;9.0;1.0
250;1;ESO;C;113;3;11;0;9.0;0.8000000000000007
432;4;ESO;A;141;1;12;1;7.0;2.0
432;4;ESO;A;141;2;12;0;7.0;1.0
432;4;ESO;A;141;3;12;0;7.0;2.5500000000000007
417;4;ESO;A;141;1;12;0;9.0;1.0
417;4;ESO;A;141;2;12;0;8.0;1.0
417;4;ESO;A;141;3;12;0;9.0;1.5500000000000007
322;3;ESO;A;131;1;13;2;7.0;2.0
322;3;ESO;A;131;2;13;3;7.0;3.3
322;3;ESO;A;131;3;13;0;7.0;2.3
383;3;ESO;A;131;1;13;0;7.0;1.0
383;3;ESO;A;131;2;13;0;8.0;2.0
383;3;ESO;A;131;3;13;0;9.0;1.2999999999999998
192;1;ESO;A;111;1;11;0;6.0;1.7999999999999998
192;1;ESO;A;111;2;11;0;7.0;1.0
192;1;ESO;A;111;3;11;0;6.0;0.8000000000000007
418;4;ESO;A;141;1;12;6;4.5;3.5500000000000007
418;4;ESO;A;141;2;12;6;4.5;2.1000000000000005
418;4;ESO;A;141;3;12;4;5.0;3.1000000000000005
327;3;ESO;A;131;1;13;1;6.0;2.0
327;3;ESO;A;131;2;13;1;6.0;2.0
327;3;ESO;A;131;3;13;0;6.0;1.6000000000000005
323;3;ESO;A;131;1;13;2;6.0;2.3000000000000007
323;3;ESO;A;131;2;13;0;7.0;1.6000000000000005
323;3;ESO;A;131;3;13;0;7.0;2.0
60;1;BAC;C;213;1;10;0;6.0;1.1000000000000005
60;1;BAC;C;213;2;10;0;7.5;2.1000000000000005
60;1;BAC;C;213;3;10;0;8.0;2.0500000000000007
299;2;ESO;C;123;1;12;0;8.0;1.5499999999999998
299;2;ESO;C;123;2;12;0;9.0;1.5500000000000007
299;2;ESO;C;123;3;12;0;9.0;1.0
405;3;ESO;C;133;1;13;7;4.0;2.3000000000000007
405;3;ESO;C;133;2;13;9;4.0;3.3000000000000007
405;3;ESO;C;133;3;13;7;4.0;1.9000000000000004
412;4;ESO;A;141;1;12;0;8.0;1.0
412;4;ESO;A;141;2;12;0;8.0;2.55
412;4;ESO;A;141;3;12;0;9.0;1.5500000000000007
310;2;ESO;C;123;1;12;0;7.0;1.0
310;2;ESO;C;123;2;12;0;6.0;1.5499999999999998
310;2;ESO;C;123;3;12;0;7.0;2.0
215;1;ESO;B;112;1;11;0;6.0;2.0
215;1;ESO;B;112;2;11;0;8.0;1.8000000000000007
215;1;ESO;B;112;3;11;0;8.0;2.0
30;1;BAC;B;212;1;11;5;5.0;2.5999999999999996
30;1;BAC;B;212;2;11;5;5.0;3.0
30;1;BAC;B;212;3;11;5;5.0;2.8
411;4;ESO;A;141;1;12;4;5.0;1.0
411;4;ESO;A;141;2;12;4;5.0;2.0
411;4;ESO;A;141;3;12;1;5.0;1.5500000000000007
277;2;ESO;B;122;1;12;12;1.0;0.0
277;2;ESO;B;122;2;12;12;1.5;3.0
277;2;ESO;B;122;3;14;14;1.0;0.0
419;4;ESO;A;141;1;12;0;8.0;1.0
419;4;ESO;A;141;2;12;0;9.0;1.0
419;4;ESO;A;141;3;12;0;9.0;0.0
466;4;ESO;C;143;1;12;6;5.0;3.55
466;4;ESO;C;143;2;12;5;6.0;3.5500000000000007
466;4;ESO;C;143;3;14;5;5.0;3.05
183;1;ESO;B;112;1;10;10;2.5;1.1000000000000005
183;1;ESO;B;112;2;10;10;1.0;1.0500000000000007
183;1;ESO;B;112;3;10;10;1.5;2.0
385;3;ESO;C;133;1;13;5;5.0;2.3
385;3;ESO;C;133;2;13;6;5.0;2.3000000000000007
385;3;ESO;C;133;3;13;5;5.0;2.3
436;4;ESO;B;142;1;12;0;9.0;1.5500000000000007
436;4;ESO;B;142;2;12;0;9.0;1.5500000000000007
436;4;ESO;B;142;3;12;0;9.5;1.5500000000000007
252;1;ESO;C;113;1;11;0;7.0;2.5999999999999996
252;1;ESO;C;113;2;11;0;7.0;1.7999999999999998
252;1;ESO;C;113;3;11;0;7.0;0.8000000000000007
336;3;ESO;A;131;1;13;2;5.0;2.0
336;3;ESO;A;131;2;13;4;5.0;1.3000000000000007
336;3;ESO;A;131;3;13;2;5.0;1.3000000000000007
380;3;ESO;C;133;1;13;4;5.0;2.6000000000000005
380;3;ESO;C;133;2;13;2;5.0;1.3000000000000007
380;3;ESO;C;133;3;13;2;5.0;1.3000000000000007
212;1;ESO;B;112;1;11;1;7.0;2.0
212;1;ESO;B;112;2;11;1;7.0;1.7999999999999998
212;1;ESO;B;112;3;11;0;7.0;1.0
256;2;ESO;A;121;1;12;0;7.5;1.5499999999999998
256;2;ESO;A;121;2;12;0;7.5;1.0
256;2;ESO;A;121;3;12;0;7.0;2.0
393;3;ESO;C;133;1;13;7;4.0;2.0
393;3;ESO;C;133;2;13;6;5.0;2.0
393;3;ESO;C;133;3;13;1;5.0;0.3000000000000007
478;4;ESO;D;144;1;8;0;7.5;1.0
478;4;ESO;D;144;2;8;0;7.0;1.0999999999999996
478;4;ESO;D;144;3;8;0;8.0;1.0
428;4;ESO;A;141;1;12;7;4.0;2.5500000000000007
428;4;ESO;A;141;2;12;4;5.0;2.0
428;4;ESO;A;141;3;12;4;5.0;3.5500000000000007
178;1;ESO;A;111;1;11;0;6.0;1.7999999999999998
178;1;ESO;A;111;2;11;1;6.0;2.0
178;1;ESO;A;111;3;11;0;6.0;1.7999999999999998
315;3;ESO;A;131;1;13;1;6.0;2.6000000000000014
315;3;ESO;A;131;2;13;2;6.0;2.0
315;3;ESO;A;131;3;13;1;6.0;2.3000000000000007
195;1;ESO;A;111;1;11;2;6.0;1.6000000000000005
195;1;ESO;A;111;2;11;3;5.0;1.7999999999999998
195;1;ESO;A;111;3;11;0;6.0;0.7999999999999998
390;3;ESO;C;133;1;13;1;6.0;2.0
390;3;ESO;C;133;2;13;1;7.0;2.0
390;3;ESO;C;133;3;13;0;7.0;2.0
34;1;BAC;B;212;1;11;4;5.0;2.8
34;1;BAC;B;212;2;11;6;4.0;3.0
34;1;BAC;B;212;3;11;3;5.0;4.2
429;4;ESO;A;141;1;12;4;5.0;3.1000000000000005
429;4;ESO;A;141;2;12;4;5.0;2.55
429;4;ESO;A;141;3;12;2;5.5;2.0
248;1;ESO;C;113;1;10;3;5.5;2.0
248;1;ESO;C;113;2;10;0;6.0;1.1000000000000014
248;1;ESO;C;113;3;10;1;6.0;2.0
217;1;ESO;C;113;1;11;7;4.0;2.0
217;1;ESO;C;113;2;11;4;5.0;2.0
217;1;ESO;C;113;3;11;1;5.0;1.0
266;2;ESO;A;121;1;12;5;5.0;2.0
266;2;ESO;A;121;2;12;5;5.0;2.1000000000000005
266;2;ESO;A;121;3;12;6;4.5;2.0
408;3;ESO;C;133;1;13;3;6.0;1.6000000000000005
408;3;ESO;C;133;2;13;3;6.0;1.2999999999999998
408;3;ESO;C;133;3;13;1;6.0;1.3000000000000007
55;1;BAC;C;213;1;11;5;5.0;2.8000000000000007
55;1;BAC;C;213;2;10;3;5.0;5.05
55;1;BAC;C;213;3;11;0;6.0;2.0
481;4;ESO;D;144;1;8;2;5.5;2.55
481;4;ESO;D;144;2;8;1;5.0;2.0999999999999996
481;4;ESO;D;144;3;8;0;5.0;1.5499999999999998
343;3;ESO;A;131;1;13;0;8.0;2.0
343;3;ESO;A;131;2;13;0;8.0;2.0
343;3;ESO;A;131;3;13;0;8.0;2.0
441;4;ESO;B;142;1;12;3;5.0;2.1000000000000005
441;4;ESO;B;142;2;12;3;5.0;3.0999999999999996
441;4;ESO;B;142;3;13;3;5.0;2.5999999999999996
225;1;ESO;C;113;1;11;0;7.0;0.8000000000000007
225;1;ESO;C;113;2;11;0;7.0;0.7999999999999998
225;1;ESO;C;113;3;11;0;7.0;0.8000000000000007
479;4;ESO;D;144;1;8;0;7.0;3.1000000000000005
479;4;ESO;D;144;2;8;0;7.0;1.0999999999999996
479;4;ESO;D;144;3;8;0;7.0;1.5499999999999998
218;1;ESO;B;112;1;11;0;7.0;0.7999999999999998
218;1;ESO;B;112;2;11;0;7.0;1.8000000000000007
218;1;ESO;B;112;3;11;0;7.0;1.8000000000000007
316;3;ESO;A;131;1;13;0;9.0;1.0
316;3;ESO;A;131;2;13;0;9.0;2.0
316;3;ESO;A;131;3;13;0;9.0;1.0
197;1;ESO;B;112;1;11;2;5.0;1.8000000000000007
197;1;ESO;B;112;2;11;2;6.0;1.8000000000000007
197;1;ESO;B;112;3;11;0;6.0;1.8000000000000007
388;3;ESO;C;133;1;13;4;5.0;2.6000000000000005
388;3;ESO;C;133;2;13;5;6.0;2.0
388;3;ESO;C;133;3;13;4;6.0;3.0
439;4;ESO;B;142;1;12;2;6.0;2.5500000000000007
439;4;ESO;B;142;2;12;1;6.0;2.1000000000000005
439;4;ESO;B;142;3;12;0;7.0;2.55
454;4;ESO;B;142;1;12;3;6.0;2.55
454;4;ESO;B;142;2;12;1;5.5;2.0
454;4;ESO;B;142;3;12;0;6.0;1.5499999999999998
298;2;ESO;C;123;1;12;0;7.0;2.0
298;2;ESO;C;123;2;12;0;8.0;1.5500000000000007
298;2;ESO;C;123;3;12;0;7.5;1.0
297;2;ESO;C;123;1;12;0;6.0;1.5499999999999998
297;2;ESO;C;123;2;12;0;6.0;1.0
297;2;ESO;C;123;3;12;0;6.0;1.0
373;3;ESO;B;132;1;13;0;8.0;1.3000000000000007
373;3;ESO;B;132;2;13;0;6.0;2.3000000000000007
373;3;ESO;B;132;3;13;0;7.0;2.3000000000000007
401;3;ESO;C;133;1;13;4;6.0;2.0
401;3;ESO;C;133;2;13;2;6.0;2.0
401;3;ESO;C;133;3;13;1;6.0;2.0
399;3;ESO;C;133;1;13;5;5.0;2.0
399;3;ESO;C;133;2;13;6;5.0;1.3000000000000007
399;3;ESO;C;133;3;13;3;5.0;0.6000000000000005
220;1;ESO;B;112;1;10;2;6.0;2.0999999999999996
220;1;ESO;B;112;2;10;0;6.0;1.1000000000000005
220;1;ESO;B;112;3;10;0;6.0;2.0
199;1;ESO;B;112;1;11;0;9.0;1.0
199;1;ESO;B;112;2;11;0;8.0;1.0
199;1;ESO;B;112;3;11;0;9.0;0.0
446;4;ESO;B;142;1;12;4;5.0;2.55
446;4;ESO;B;142;2;12;6;4.5;2.55
446;4;ESO;B;142;3;12;3;5.0;2.0999999999999996
223;1;ESO;B;112;1;10;7;4.0;1.1000000000000005
223;1;ESO;B;112;2;10;3;5.0;2.1000000000000014
223;1;ESO;B;112;3;10;3;5.0;2.05
409;4;ESO;A;141;1;12;1;7.0;1.0
409;4;ESO;A;141;2;12;1;8.0;2.0
409;4;ESO;A;141;3;12;0;8.0;1.5500000000000007
265;2;ESO;A;121;1;12;0;6.0;2.0
265;2;ESO;A;121;2;12;1;5.5;2.5500000000000007
265;2;ESO;A;121;3;12;0;6.0;2.5500000000000007
386;3;ESO;C;133;1;13;0;7.0;2.0
386;3;ESO;C;133;2;13;0;8.0;1.2999999999999998
386;3;ESO;C;133;3;13;0;7.0;1.0
267;2;ESO;A;121;1;12;0;7.0;2.0
267;2;ESO;A;121;2;12;0;7.5;2.0
267;2;ESO;A;121;3;12;0;7.5;2.0
28;1;BAC;A;211;1;11;4;5.0;1.8000000000000007
28;1;BAC;A;211;2;11;4;5.0;2.6000000000000014
28;1;BAC;A;211;3;11;2;5.0;2.6000000000000014
407;3;ESO;C;133;1;13;1;6.0;2.0
407;3;ESO;C;133;2;13;0;6.0;1.2999999999999998
407;3;ESO;C;133;3;13;0;6.0;1.3000000000000007
176;1;ESO;A;111;1;11;1;5.0;1.6000000000000014
176;1;ESO;A;111;2;11;5;5.0;4.400000000000002
176;1;ESO;A;111;3;11;0;6.0;3.6000000000000014
271;2;ESO;A;121;1;12;0;7.0;2.0
271;2;ESO;A;121;2;12;0;6.5;2.0
271;2;ESO;A;121;3;12;0;6.5;1.5500000000000007
353;3;ESO;B;132;1;13;8;4.0;2.3000000000000007
353;3;ESO;B;132;2;13;11;3.0;2.0
353;3;ESO;B;132;3;14;7;4.5;2.0500000000000007
196;1;ESO;B;112;1;11;4;5.0;1.0
196;1;ESO;B;112;2;11;3;5.0;2.6000000000000005
196;1;ESO;B;112;3;11;0;6.0;1.8000000000000007
342;3;ESO;A;131;1;13;3;6.0;2.6000000000000005
342;3;ESO;A;131;2;13;1;7.0;1.3000000000000007
342;3;ESO;A;131;3;13;1;7.0;1.3000000000000007
189;1;ESO;A;111;1;11;0;9.0;1.0
189;1;ESO;A;111;2;11;0;9.0;0.8000000000000007
189;1;ESO;A;111;3;11;0;9.0;1.6000000000000014
258;2;ESO;A;121;1;12;5;5.0;2.55
258;2;ESO;A;121;2;12;3;5.0;2.1000000000000005
258;2;ESO;A;121;3;12;2;6.0;1.5500000000000007
397;3;ESO;C;133;1;13;10;4.0;1.6000000000000005
397;3;ESO;C;133;2;13;7;4.0;2.3000000000000007
397;3;ESO;C;133;3;14;7;4.5;2.05
228;1;ESO;C;113;1;10;6;3.5;2.05
228;1;ESO;C;113;2;10;4;5.0;2.1000000000000005
228;1;ESO;C;113;3;10;3;5.0;2.1000000000000005
483;3;ESO;C;133;1;13;0;7.0;2.3000000000000007
483;3;ESO;C;133;2;13;2;7.0;2.6000000000000005
483;3;ESO;C;133;3;13;0;7.0;2.0
447;4;ESO;B;142;1;12;4;5.0;2.1000000000000005
447;4;ESO;B;142;2;12;5;5.0;2.55
447;4;ESO;B;142;3;12;5;5.0;1.5500000000000007
321;3;ESO;D;134;1;9;1;6.0;2.3
321;3;ESO;D;134;2;9;2;6.0;2.5999999999999996
321;3;ESO;D;134;3;9;1;7.0;1.2999999999999998
406;3;ESO;C;133;1;13;2;6.0;2.0
406;3;ESO;C;133;2;13;1;6.0;2.0
406;3;ESO;C;133;3;13;0;6.0;1.3000000000000007
414;4;ESO;A;141;1;12;7;3.0;2.55
414;4;ESO;A;141;2;12;5;5.0;3.1000000000000005
414;4;ESO;A;141;3;13;4;5.0;1.6000000000000005
7;1;BAC;A;211;1;11;6;4.0;4.6000000000000005
7;1;BAC;A;211;2;11;6;4.0;2.8
7;1;BAC;A;211;3;11;5;5.0;4.600000000000001
245;1;ESO;C;113;1;11;0;7.0;2.0
245;1;ESO;C;113;2;11;0;8.0;1.8000000000000007
245;1;ESO;C;113;3;11;0;8.0;1.0
8;1;BAC;A;211;1;11;2;5.0;1.8000000000000007
8;1;BAC;A;211;2;11;6;4.0;1.8000000000000007
8;1;BAC;A;211;3;11;2;5.0;2.0
434;4;ESO;B;142;1;12;0;7.5;2.1000000000000005
434;4;ESO;B;142;2;12;0;7.5;1.5500000000000007
434;4;ESO;B;142;3;12;0;8.0;2.5500000000000007
348;3;ESO;B;132;1;13;2;6.0;1.3000000000000007
348;3;ESO;B;132;2;13;3;5.0;2.3
348;3;ESO;B;132;3;14;2;5.5;2.0500000000000007
334;3;ESO;D;134;1;9;1;6.0;0.5999999999999996
334;3;ESO;D;134;2;10;3;5.5;3.0500000000000007
334;3;ESO;D;134;3;11;1;5.0;2.0
63;1;BAC;C;213;1;10;10;0.0;0.0
63;1;BAC;C;213;2;10;10;0.0;0.0
63;1;BAC;C;213;3;10;7;0.0;5.150000000000002
452;4;ESO;B;142;1;12;0;7.5;2.55
452;4;ESO;B;142;2;12;0;8.0;1.0
452;4;ESO;B;142;3;12;0;8.0;1.0
64;1;BAC;C;213;1;11;0;6.0;1.0
64;1;BAC;C;213;2;10;0;6.5;2.0500000000000007
64;1;BAC;C;213;3;11;0;7.0;1.0
461;4;ESO;C;143;1;12;3;5.5;3.0999999999999996
461;4;ESO;C;143;2;12;3;5.0;2.6500000000000012
461;4;ESO;C;143;3;12;1;6.0;2.0
191;1;ESO;A;111;1;11;0;7.0;1.0
191;1;ESO;A;111;2;11;0;7.0;2.0
191;1;ESO;A;111;3;11;0;8.0;1.0
35;1;BAC;B;212;1;11;3;6.0;2.6000000000000005
35;1;BAC;B;212;2;11;1;5.0;1.0
35;1;BAC;B;212;3;11;1;5.0;1.0
370;3;ESO;B;132;1;13;0;9.0;0.3000000000000007
370;3;ESO;B;132;2;13;0;9.0;0.3000000000000007
370;3;ESO;B;132;3;13;0;10.0;1.0
4;1;BAC;A;211;1;11;3;5.0;2.8
4;1;BAC;A;211;2;11;5;5.0;2.0
4;1;BAC;A;211;3;11;3;5.0;1.7999999999999998
224;1;ESO;B;112;1;11;1;7.0;1.8000000000000007
224;1;ESO;B;112;2;11;0;6.0;1.0
224;1;ESO;B;112;3;11;0;7.0;0.0
377;3;ESO;B;132;1;13;5;6.0;3.0
377;3;ESO;B;132;2;13;4;5.0;2.3000000000000007
377;3;ESO;B;132;3;14;2;6.0;2.0
448;4;ESO;B;142;1;12;0;7.0;0.5499999999999998
448;4;ESO;B;142;2;12;1;7.0;3.0
448;4;ESO;B;142;3;12;0;7.0;2.5500000000000007
404;3;ESO;C;133;1;13;4;5.0;3.0
404;3;ESO;C;133;2;13;4;5.0;2.6000000000000005
404;3;ESO;C;133;3;14;3;5.0;1.1499999999999995
249;1;ESO;C;113;1;11;0;7.0;1.7999999999999998
249;1;ESO;C;113;2;11;0;8.0;1.7999999999999998
249;1;ESO;C;113;3;11;0;8.0;1.0
203;1;ESO;B;112;1;11;1;7.0;2.6000000000000005
203;1;ESO;B;112;2;11;3;7.0;4.8
203;1;ESO;B;112;3;11;0;7.0;2.0
257;2;ESO;A;121;1;12;3;6.0;2.1000000000000005
257;2;ESO;A;121;2;12;3;5.0;2.1000000000000005
257;2;ESO;A;121;3;12;0;6.0;1.5500000000000007
246;1;ESO;C;113;1;10;2;5.5;2.05
246;1;ESO;C;113;2;10;0;6.0;2.0
246;1;ESO;C;113;3;10;0;6.0;1.0
371;3;ESO;B;132;1;13;6;5.0;3.3000000000000007
371;3;ESO;B;132;2;13;5;5.0;1.3000000000000007
371;3;ESO;B;132;3;13;2;5.0;1.3000000000000007
423;4;ESO;A;141;1;12;1;6.0;2.5500000000000007
423;4;ESO;A;141;2;12;1;6.0;1.5500000000000007
423;4;ESO;A;141;3;12;0;6.5;1.0
1;1;BAC;A;211;1;11;2;7.0;1.0
1;1;BAC;A;211;2;11;1;7.0;3.6000000000000005
1;1;BAC;A;211;3;11;0;6.0;2.6000000000000005
356;3;ESO;B;132;1;13;0;9.0;1.3000000000000007
356;3;ESO;B;132;2;13;0;9.0;1.0
356;3;ESO;B;132;3;13;0;9.0;1.0
416;4;ESO;A;141;1;12;1;6.0;2.0
416;4;ESO;A;141;2;12;2;6.0;3.0
416;4;ESO;A;141;3;12;0;6.0;4.0
244;1;ESO;C;113;1;10;7;3.0;2.1500000000000012
244;1;ESO;C;113;2;10;5;4.5;2.0500000000000007
244;1;ESO;C;113;3;10;6;3.5;2.0
451;4;ESO;B;142;1;12;0;8.0;1.5499999999999998
451;4;ESO;B;142;2;12;2;7.0;3.0
451;4;ESO;B;142;3;12;0;7.0;2.5500000000000007
455;4;ESO;B;142;1;12;8;4.0;2.0
455;4;ESO;B;142;2;12;6;4.0;3.1000000000000005
455;4;ESO;B;142;3;14;9;4.0;2.0500000000000007
375;3;ESO;B;132;1;13;2;6.0;1.2999999999999998
375;3;ESO;B;132;2;13;1;7.0;1.6000000000000005
375;3;ESO;B;132;3;13;0;6.0;2.3
45;1;BAC;B;212;1;11;6;3.0;2.0
45;1;BAC;B;212;2;11;8;3.0;3.6000000000000005
45;1;BAC;B;212;3;11;6;4.0;3.8
476;4;ESO;C;143;1;12;3;5.0;2.0999999999999996
476;4;ESO;C;143;2;12;3;6.0;3.1000000000000005
476;4;ESO;C;143;3;13;1;6.0;1.2999999999999998
276;2;ESO;B;122;1;12;6;4.0;3.0
276;2;ESO;B;122;2;12;8;3.5;2.55
276;2;ESO;B;122;3;12;5;5.0;2.0
26;1;BAC;A;211;1;11;0;9.0;1.7999999999999998
26;1;BAC;A;211;2;11;0;8.0;1.0
26;1;BAC;A;211;3;11;0;9.0;0.0
344;3;ESO;A;131;1;13;6;5.0;3.3000000000000007
344;3;ESO;A;131;2;13;6;5.0;2.0
344;3;ESO;A;131;3;14;5;5.0;2.05
211;1;ESO;B;112;1;11;6;4.0;4.0
211;1;ESO;B;112;2;11;5;5.0;4.8
211;1;ESO;B;112;3;11;6;4.0;4.0
486;1;BAC;B;212;1;11;10;1.0;2.8000000000000007
486;1;BAC;B;212;2;11;10;0.0;0.8000000000000007
486;1;BAC;B;212;3;11;11;0.0;0.0
170;1;ESO;A;111;1;11;9;3.0;1.8000000000000007
170;1;ESO;A;111;2;11;8;2.0;2.8000000000000007
170;1;ESO;A;111;3;11;7;3.0;3.0
319;3;ESO;A;131;1;13;7;4.0;2.3
319;3;ESO;A;131;2;13;4;5.0;2.3000000000000007
319;3;ESO;A;131;3;13;4;5.0;2.3000000000000007
186;1;ESO;A;111;1;11;0;7.0;0.7999999999999998
186;1;ESO;A;111;2;11;0;7.0;1.0
186;1;ESO;A;111;3;11;0;8.0;1.0
243;1;ESO;C;113;1;11;0;7.0;1.0
243;1;ESO;C;113;2;11;0;8.0;1.6000000000000005
243;1;ESO;C;113;3;11;0;8.0;0.7999999999999998
293;2;ESO;C;123;1;12;6;4.5;3.55
293;2;ESO;C;123;2;12;7;3.5;3.0
293;2;ESO;C;123;3;12;7;4.0;3.0
278;2;ESO;B;122;1;12;0;7.5;1.5499999999999998
278;2;ESO;B;122;2;12;0;8.0;1.5500000000000007
278;2;ESO;B;122;3;12;0;8.0;1.0
33;1;BAC;B;212;1;11;3;6.0;2.8
33;1;BAC;B;212;2;11;3;6.0;2.8
33;1;BAC;B;212;3;11;1;6.0;2.0
484;1;ESO;B;112;1;10;7;2.5;3.05
484;1;ESO;B;112;2;10;6;3.0;3.05
484;1;ESO;B;112;3;10;7;2.5;3.05
213;1;ESO;B;112;1;10;7;4.0;2.0
213;1;ESO;B;112;2;10;6;4.0;2.1500000000000012
213;1;ESO;B;112;3;10;5;4.5;2.0
177;1;ESO;A;111;1;11;0;6.0;1.8000000000000007
177;1;ESO;A;111;2;11;2;6.0;1.8000000000000007
177;1;ESO;A;111;3;11;1;6.0;1.0
